case_id,variant,variant_id
faker#134,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",13
faker#136,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ClosePR', 'DeleteBranch')",14
faker#141,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ClosePR', 'DeleteBranch')",15
faker#144,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'ClosePR', 'DeleteBranch')",16
faker#145,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRejected', 'ClosePR')",17
faker#146,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRejected', 'ClosePR')",18
faker#15,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ClosePR')",19
faker#1564,"('OpenPR', 'ReviewRequested', 'Revise', 'Revise', 'ReviewRejected', 'Revise', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",20
faker#1578,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",21
faker#1603,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'Revise', 'ClosePR')",22
faker#1604,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ClosePR')",23
faker#1605,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'ReviewApproved', 'IssueComment', 'ClosePR')",24
faker#1611,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRejected', 'Revise', 'ReviewComment', 'ReviewRejected', 'ClosePR')",25
faker#1702,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",26
faker#172,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR', 'DeleteBranch')",27
faker#1760,"('SubmitCommit', 'OpenPR', 'ReviewComment', 'ReviewRejected', 'Revise', 'IssueComment', 'ClosePR')",28
faker#177,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewApproved', 'ReviewRejected', 'IssueComment', 'IssueComment', 'ClosePR')",29
faker#1806,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ClosePR')",30
faker#1812,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",31
faker#1818,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",32
faker#1822,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",33
faker#1848,"('OpenPR', 'ReviewRequested', 'Revise', 'ReviewRejected', 'Revise', 'ReviewComment', 'ReviewRejected', 'IssueComment', 'ReviewComment', 'IssueComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewApproved', 'IssueComment', 'IssueComment', 'ReviewRequested', 'ReviewRejected', 'ReviewApproved', 'ClosePR', 'Revise')",34
faker#186,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewComment', 'IssueComment', 'ClosePR', 'DeleteBranch')",35
faker#191,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",36
faker#196,"('OpenPR', 'IssueComment', 'ReviewComment', 'IssueComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",37
faker#207,"('OpenPR', 'IssueComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'Revise', 'Revise', 'Revise', 'IssueComment', 'IssueComment', 'ReviewRejected', 'IssueComment', 'Revise', 'ReviewRejected', 'IssueComment', 'ClosePR')",38
faker#217,"('OpenPR', 'IssueComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewRejected', 'IssueComment', 'Revise', 'ReviewRejected', 'IssueComment', 'ClosePR', 'DeleteBranch')",39
faker#218,"('OpenPR', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ClosePR', 'DeleteBranch')",40
faker#23,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ClosePR')",41
faker#236,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",42
faker#237,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ClosePR')",43
faker#244,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ClosePR')",44
faker#260,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ClosePR')",44
faker#270,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ClosePR', 'DeleteBranch')",45
faker#333,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewComment', 'ReviewRejected', 'IssueComment', 'ClosePR')",46
faker#359,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ClosePR')",23
faker#384,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ClosePR')",44
faker#395,"('OpenPR', 'ReviewRequested', 'ReviewComment', 'ReviewComment', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewRejected', 'IssueComment', 'Revise', 'ReviewComment', 'IssueComment', 'ClosePR')",47
faker#404,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewApproved', 'Revise', 'IssueComment', 'ClosePR', 'DeleteBranch')",48
faker#422,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ClosePR')",41
faker#483,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ClosePR')",23
faker#50,"('SubmitCommit', 'OpenPR', 'ClosePR')",49
faker#534,"('OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'ReviewRejected', 'IssueComment', 'ReviewComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'Revise', 'Revise', 'IssueComment', 'ClosePR')",50
faker#535,"('OpenPR', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewComment', 'Revise', 'ReviewRequested', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'Revise', 'Revise', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",51
faker#536,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'ClosePR')",52
faker#544,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ReviewComment', 'ReviewRequested', 'ClosePR')",53
faker#555,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",54
faker#642,"('OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRejected', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'Revise', 'ReviewRequested', 'Revise', 'Revise', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",55
faker#645,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewRejected', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR', 'DeleteBranch')",56
faker#69,"('SubmitCommit', 'OpenPR', 'ClosePR')",49
faker#712,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRejected', 'ReviewComment', 'Revise', 'ClosePR')",57
faker#713,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ClosePR')",23
faker#722,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRejected', 'ClosePR')",58
faker#724,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewRejected', 'IssueComment', 'IssueComment', 'ClosePR')",59
faker#76,"('OpenPR', 'IssueComment', 'IssueComment', 'Revise', 'ReviewComment', 'ReviewRejected', 'ReviewRejected', 'ReviewComment', 'ReviewRejected', 'IssueComment', 'IssueComment', 'ReviewRequested', 'ReviewRejected', 'IssueComment', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'ReviewRequested', 'IssueComment', 'ClosePR')",60
faker#837,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRejected', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR')",61
faker#842,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ClosePR')",23
faker#923,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'ClosePR', 'DeleteBranch')",62
faker#942,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ClosePR')",63
faker#98,"('OpenPR', 'IssueComment', 'ReviewRequested', 'ReviewRejected', 'ReviewComment', 'ReviewRejected', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ClosePR', 'DeleteBranch')",64
