case_id,variant,variant_id
faker#1136,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewRequested', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",14
faker#1146,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'Referenced', 'DeleteBranch')",15
faker#1162,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'ReviewRejected', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch')",16
faker#1163,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'Revise', 'Revise', 'ReviewRejected', 'Revise', 'ReviewRejected', 'Revise', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewApproved', 'Revise', 'ReviewComment', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewComment', 'Revise', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch')",17
faker#1166,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'ReviewRejected', 'Revise', 'ReviewApproved', 'ReviewRejected', 'IssueComment', 'ReviewComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",18
faker#1167,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",19
faker#1168,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'ReviewComment', 'Revise', 'Revise', 'Revise', 'IssueComment', 'Revise', 'ReviewRejected', 'Revise', 'ReviewComment', 'IssueComment', 'Revise', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewRejected', 'IssueComment', 'IssueComment', 'ReviewRejected', 'ReviewRejected', 'Revise', 'ReviewRejected', 'ReviewComment', 'Revise', 'ReviewRequested', 'ReviewRejected', 'IssueComment', 'ReviewComment', 'ReviewRejected', 'Revise', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",20
faker#1171,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewComment', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR', 'DeleteBranch')",21
faker#1172,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'Revise', 'Revise', 'ReviewRequested', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'ReviewRequested', 'MergePR', 'DeleteBranch')",22
faker#1186,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRejected', 'Revise', 'ReviewComment', 'Revise', 'ReviewRejected', 'Revise', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'IssueComment', 'Revise', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",23
faker#1212,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'MergePR')",24
faker#1217,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'Revise', 'ReviewRequested', 'ReviewApproved', 'Revise', 'ReviewApproved', 'Revise', 'MergePR')",25
faker#1224,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",26
faker#1225,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewRejected', 'Revise', 'ReviewRequested', 'ReviewRejected', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",27
faker#1226,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'IssueComment', 'IssueComment', 'Revise', 'MergePR')",28
faker#1227,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRequested', 'ReviewRejected', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",29
faker#124,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch')",30
faker#1246,"('OpenPR', 'ReviewRequested', 'Revise', 'Revise', 'Revise', 'IssueComment', 'Revise', 'ReviewComment', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewRejected', 'Revise', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'Revise', 'MergePR')",31
faker#1247,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR')",32
faker#1257,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'Revise', 'MergePR')",33
faker#1293,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'ReviewRequested', 'ReviewRejected', 'Revise', 'ReviewComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ReviewApproved', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'MergePR')",34
faker#13,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'MergePR')",35
faker#132,"('OpenPR', 'Revise', 'ReviewRequested', 'ReviewComment', 'ReviewRequested', 'Revise', 'Revise', 'Revise', 'MergePR', 'Referenced', 'Referenced')",36
faker#1320,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewComment', 'ReviewRejected', 'Revise', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'MergePR')",37
faker#1334,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'Revise', 'MergePR')",38
faker#1337,"('OpenPR', 'ReviewRequested', 'ReviewComment', 'ReviewRejected', 'ReviewComment', 'IssueComment', 'ReviewRejected', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'Revise', 'Revise', 'ReviewComment', 'ReviewComment', 'Revise', 'Revise', 'IssueComment', 'ReviewRejected', 'IssueComment', 'Revise', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewRejected', 'ReviewComment', 'Revise', 'IssueComment', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",39
faker#1375,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewRejected', 'Revise', 'Revise', 'Revise', 'ReviewRequested', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'Referenced')",40
faker#138,"('OpenPR', 'IssueComment', 'Revise', 'Revise', 'ReviewComment', 'Revise', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewRejected', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'MergePR')",41
faker#1384,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'Referenced')",42
faker#1385,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'Revise', 'MergePR', 'Referenced')",43
faker#139,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'MergePR')",44
faker#1392,"('OpenPR', 'Revise', 'Revise', 'ReviewRequested', 'ReviewRequested', 'ReviewApproved', 'ReviewComment', 'IssueComment', 'ReviewApproved', 'Referenced', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced', 'Referenced')",45
faker#1393,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewComment', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR', 'DeleteBranch', 'Referenced')",46
faker#1394,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR', 'DeleteBranch', 'Referenced')",47
faker#1395,"('OpenPR', 'ReviewRequested', 'ReviewRequested', 'IssueComment', 'IssueComment', 'Revise', 'Revise', 'IssueComment', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",48
faker#1396,"('OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewRequested', 'ReviewRejected', 'IssueComment', 'Revise', 'ReviewRejected', 'Revise', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'ReviewApproved', 'Revise', 'MergePR', 'Referenced')",49
faker#1399,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'IssueComment', 'ReviewApproved', 'Revise', 'ReviewApproved', 'Revise', 'MergePR', 'DeleteBranch', 'Referenced')",50
faker#140,"('OpenPR', 'IssueComment', 'Revise', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'MergePR')",51
faker#1400,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'Revise', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",52
faker#1401,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'IssueComment', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'IssueComment', 'Revise', 'MergePR', 'DeleteBranch', 'Referenced')",53
faker#1405,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'Revise', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewComment', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewComment', 'ReviewComment', 'Revise', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'Revise', 'ReviewApproved', 'MergePR', 'Referenced')",54
faker#1417,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",55
faker#1419,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'Referenced')",42
faker#1425,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",56
faker#1451,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR')",57
faker#148,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch')",58
faker#1485,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'Revise', 'MergePR')",59
faker#1492,"('OpenPR', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewRequested', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",60
faker#1496,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",61
faker#1504,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",62
faker#1506,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ReviewComment', 'Revise', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'Revise', 'ReviewApproved', 'MergePR', 'DeleteBranch')",63
faker#1511,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewApproved', 'Revise', 'MergePR', 'DeleteBranch')",64
faker#1512,"('OpenPR', 'ReviewRequested', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ReviewRequested', 'ReviewRequested', 'ReviewComment', 'Revise', 'Revise', 'Revise', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",65
faker#1516,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'Revise', 'ReviewApproved', 'Revise', 'MergePR')",66
faker#1517,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewComment', 'Revise', 'Revise', 'ReviewRequested', 'Revise', 'Revise', 'ReviewComment', 'Revise', 'ReviewRejected', 'Revise', 'IssueComment', 'Revise', 'Revise', 'ReviewComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",67
faker#1520,"('OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRejected', 'Revise', 'ReviewApproved', 'ReviewRequested', 'Revise', 'ReviewApproved', 'ReviewApproved', 'MergePR')",68
faker#1554,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'IssueComment', 'ReviewComment', 'ReviewComment', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRejected', 'Revise', 'Revise', 'ReviewComment', 'Revise', 'Revise', 'ReviewRejected', 'Revise', 'ReviewApproved', 'Revise', 'ReviewRequested', 'ReviewApproved', 'MergePR')",69
faker#1555,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'MergePR')",70
faker#1557,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'IssueComment', 'ReviewRequested', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'MergePR')",71
faker#1566,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'MergePR')",72
faker#1569,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'Revise', 'Revise', 'ReviewRejected', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRejected', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewComment', 'Revise', 'ReviewComment', 'ReviewComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'Revise', 'ReviewApproved', 'ReviewRejected', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRequested', 'ReviewComment', 'Revise', 'Revise', 'ReviewComment', 'Revise', 'ReviewRejected', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",73
faker#1570,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",74
faker#1573,"('OpenPR', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'Revise', 'ReviewComment', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",75
faker#1576,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",76
faker#1608,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'Revise', 'ReviewApproved', 'Revise', 'MergePR')",77
faker#1609,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR')",78
faker#1610,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'Revise', 'Revise', 'Revise', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",79
faker#1620,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewRequested', 'Revise', 'ReviewApproved', 'IssueComment', 'Revise', 'MergePR')",80
faker#1621,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewRequested', 'ReviewComment', 'Revise', 'ReviewApproved', 'ReviewApproved', 'Revise', 'ReviewApproved', 'ReviewApproved', 'MergePR')",81
faker#1622,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewRequested', 'IssueComment', 'Revise', 'Revise', 'ReviewRejected', 'IssueComment', 'Revise', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewApproved', 'IssueComment', 'IssueComment', 'ReviewRejected', 'Revise', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewRejected', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR', 'Referenced')",82
faker#1623,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewComment', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewRejected', 'ReviewRejected', 'Revise', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewRequestRemoved', 'ReviewRequested', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'Revise', 'MergePR')",83
faker#1629,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewComment', 'Revise', 'Revise', 'ReviewComment', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewRequested', 'Revise', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'Revise', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",84
faker#163,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRequested', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewRequested', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'MergePR', 'Referenced')",85
faker#1633,"('OpenPR', 'IssueComment', 'ReviewRequested', 'Revise', 'IssueComment', 'IssueComment', 'ReviewRequested', 'Revise', 'Revise', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'Revise', 'ReviewApproved', 'ReviewApproved', 'Revise', 'MergePR')",86
faker#1634,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'ReviewRequested', 'Revise', 'IssueComment', 'Revise', 'MergePR')",87
