case_id,variant,variant_id
hadoop#3004,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",28
hadoop#3443,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
hadoop#3489,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",29
hadoop#3697,"('SubmitCommit', 'OpenPR', 'MergePR')",17
hadoop#3706,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch')",30
hadoop#3890,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced', 'Referenced', 'Referenced')",31
hadoop#4038,"('SubmitCommit', 'OpenPR', 'MergePR', 'Referenced')",32
hadoop#4232,"('SubmitCommit', 'OpenPR', 'MergePR', 'Referenced', 'Referenced')",33
hadoop#4306,"('SubmitCommit', 'OpenPR', 'MergePR', 'Referenced', 'Referenced')",33
hadoop#4526,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",34
hadoop#4743,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch', 'Referenced')",2
libexpat#438,"('OpenPR', 'Revise', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",35
libexpat#441,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#443,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#444,"('OpenPR', 'ReviewComment', 'ReviewComment', 'ReviewApproved', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",37
libexpat#446,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#447,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#448,"('OpenPR', 'ReviewComment', 'Revise', 'MergePR', 'DeleteBranch')",38
libexpat#450,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#451,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#452,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#455,"('OpenPR', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",39
libexpat#456,"('SubmitCommit', 'OpenPR', 'ReviewComment', 'MergePR', 'DeleteBranch')",40
libexpat#457,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#459,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",41
libexpat#463,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#466,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#467,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#468,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#469,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#470,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#472,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#473,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#474,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#475,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#476,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#477,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#478,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#480,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#481,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",42
libexpat#482,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#483,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#484,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#486,"('OpenPR', 'Revise', 'ReviewComment', 'Revise', 'MergePR', 'DeleteBranch')",43
libexpat#489,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#490,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#492,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#495,"('OpenPR', 'IssueComment', 'IssueComment', 'Revise', 'Revise', 'Revise', 'MergePR', 'DeleteBranch')",44
libexpat#498,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#507,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#510,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#515,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#517,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#519,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#523,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#524,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#526,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#527,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#528,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#529,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#534,"('OpenPR', 'IssueComment', 'IssueComment', 'Revise', 'MergePR', 'DeleteBranch')",45
libexpat#535,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#536,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#538,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#539,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#541,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#543,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch', 'ReviewApproved')",46
libexpat#545,"('OpenPR', 'ReviewComment', 'ReviewApproved', 'Revise', 'MergePR', 'DeleteBranch')",47
libexpat#550,"('OpenPR', 'Revise', 'ReviewComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'Revise', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",48
libexpat#551,"('OpenPR', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'MergePR', 'DeleteBranch', 'Referenced')",49
libexpat#554,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#561,"('OpenPR', 'Revise', 'IssueComment', 'Revise', 'MergePR', 'DeleteBranch', 'Referenced')",50
libexpat#562,"('OpenPR', 'Revise', 'IssueComment', 'Revise', 'MergePR', 'DeleteBranch')",51
libexpat#563,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#564,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#568,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#571,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#574,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch', 'Referenced')",2
libexpat#577,"('OpenPR', 'Referenced', 'Revise', 'ReviewComment', 'Revise', 'MergePR', 'DeleteBranch')",52
libexpat#580,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#581,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#582,"('OpenPR', 'Revise', 'Referenced', 'Revise', 'MergePR', 'DeleteBranch')",53
libexpat#583,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#584,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#586,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#587,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",54
libexpat#588,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#589,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#591,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#596,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#598,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#599,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#600,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#602,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#603,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#609,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#610,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#619,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch', 'Referenced')",2
libexpat#620,"('OpenPR', 'Referenced', 'Revise', 'Referenced', 'Revise', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",55
libexpat#621,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'ReviewApproved', 'IssueComment', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",56
libexpat#624,"('OpenPR', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",57
libexpat#625,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#627,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch', 'Referenced')",58
libexpat#632,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",36
libexpat#633,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch', 'Referenced')",2
libexpat#634,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#635,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch', 'Referenced')",2
libexpat#638,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#640,"('OpenPR', 'Revise', 'MergePR', 'DeleteBranch', 'Referenced')",58
libexpat#641,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#643,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#644,"('OpenPR', 'Revise', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",59
libexpat#645,"('OpenPR', 'Referenced', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR', 'DeleteBranch')",60
libexpat#648,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#650,"('OpenPR', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'MergePR', 'DeleteBranch')",61
libexpat#653,"('OpenPR', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",62
libexpat#654,"('OpenPR', 'Revise', 'IssueComment', 'IssueComment', 'Revise', 'MergePR', 'DeleteBranch')",63
libexpat#659,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#663,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR', 'DeleteBranch')",5
libexpat#665,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
libexpat#666,"('SubmitCommit', 'OpenPR', 'Referenced', 'Revise', 'MergePR', 'DeleteBranch')",64
libexpat#668,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#673,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'DeleteBranch')",11
libexpat#675,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",3
netbeans#2712,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'MergePR')",65
netbeans#2713,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'MergePR')",65
netbeans#2715,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR')",66
netbeans#2716,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR')",66
netbeans#2732,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'MergePR')",67
netbeans#2748,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR', 'DeleteBranch')",68
netbeans#2866,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'MergePR')",69
netbeans#2908,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'IssueComment', 'MergePR')",70
netbeans#2925,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'IssueComment', 'Revise', 'MergePR')",71
netbeans#2926,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR')",72
netbeans#2945,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'MergePR')",73
netbeans#2946,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'MergePR', 'DeleteBranch')",74
netbeans#2952,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",10
netbeans#3041,"('OpenPR', 'ReviewRequested', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",75
netbeans#3086,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",76
netbeans#3121,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'MergePR')",77
netbeans#3122,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'Revise', 'MergePR')",78
netbeans#3144,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",79
netbeans#3173,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'MergePR', 'DeleteBranch')",80
netbeans#3187,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",81
netbeans#3205,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",81
netbeans#3267,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'IssueComment', 'MergePR')",82
netbeans#3268,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'MergePR')",83
netbeans#3281,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR')",84
netbeans#3282,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR')",84
netbeans#3309,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR', 'DeleteBranch')",85
netbeans#3310,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR', 'DeleteBranch')",85
netbeans#3463,"('SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'Revise', 'ReviewApproved', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",86
netbeans#3473,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'MergePR')",87
netbeans#3474,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'MergePR')",87
netbeans#3483,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR')",88
netbeans#3484,"('SubmitCommit', 'SubmitCommit', 'OpenPR', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'Revise', 'MergePR')",88
