case_id,variant,variant_id
dubbo#10033,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'MergePR')",41
dubbo#10034,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR')",42
dubbo#10050,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",10
dubbo#10055,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewComment', 'IssueComment', 'IssueComment', 'IssueComment', 'ReviewApproved', 'MergePR', 'Referenced')",43
dubbo#10067,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",33
dubbo#10080,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewApproved', 'MergePR', 'DeleteBranch')",44
dubbo#10086,"('SubmitCommit', 'OpenPR', 'ReviewRejected', 'MergePR')",45
dubbo#10109,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'ReviewApproved', 'Revise', 'ReviewRequested', 'ReviewApproved', 'MergePR', 'Referenced')",46
dubbo#10110,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewApproved', 'Revise', 'ReviewRequested', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",47
dubbo#10112,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",33
dubbo#10119,"('SubmitCommit', 'OpenPR', 'Revise', 'MergePR', 'Referenced')",48
dubbo#10125,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewApproved', 'MergePR', 'Referenced')",49
dubbo#10126,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10127,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'MergePR', 'Referenced')",51
dubbo#10132,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'ReviewApproved', 'IssueComment', 'MergePR')",52
dubbo#10134,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10144,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",53
dubbo#10147,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'IssueComment', 'ReviewApproved', 'MergePR')",54
dubbo#10148,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",55
dubbo#10149,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch')",56
dubbo#10152,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10156,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewComment', 'IssueComment', 'Revise', 'ReviewApproved', 'IssueComment', 'MergePR')",57
dubbo#10158,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewApproved', 'IssueComment', 'MergePR')",58
dubbo#10160,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",59
dubbo#10161,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRequested', 'Revise', 'ReviewApproved', 'MergePR')",60
dubbo#10166,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewRejected', 'Revise', 'ReviewApproved', 'MergePR')",61
dubbo#10168,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewRequested', 'IssueComment', 'IssueComment', 'ReviewApproved', 'Revise', 'MergePR', 'Referenced')",62
dubbo#10173,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10177,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'MergePR')",63
dubbo#10178,"('SubmitCommit', 'OpenPR', 'ReviewRequested', 'MergePR')",64
dubbo#10180,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'MergePR')",41
dubbo#10182,"('SubmitCommit', 'OpenPR', 'ReviewRejected', 'IssueComment', 'ReviewRequested', 'MergePR', 'DeleteBranch')",65
dubbo#10193,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewComment', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",66
dubbo#10194,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10199,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'MergePR', 'DeleteBranch')",67
dubbo#10200,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewRejected', 'MergePR', 'Referenced', 'DeleteBranch')",68
dubbo#10208,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10211,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewApproved', 'MergePR')",69
dubbo#10225,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10226,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10233,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10244,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR', 'DeleteBranch')",7
dubbo#10245,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10247,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",70
dubbo#10250,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'MergePR', 'DeleteBranch')",70
dubbo#10251,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'MergePR')",71
dubbo#10252,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10253,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewRequested', 'ReviewApproved', 'ReviewApproved', 'MergePR')",72
dubbo#10256,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewApproved', 'MergePR')",73
dubbo#10259,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'MergePR')",41
dubbo#10261,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10262,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",74
dubbo#10270,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'Referenced')",75
dubbo#10271,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR', 'DeleteBranch', 'Referenced')",76
dubbo#10274,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",74
dubbo#10275,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'Referenced')",75
dubbo#10276,"('OpenPR', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewApproved', 'MergePR', 'Referenced', 'DeleteBranch')",77
dubbo#10279,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10280,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",33
dubbo#10281,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10284,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",33
dubbo#10290,"('SubmitCommit', 'OpenPR', 'ReviewComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'Revise', 'ReviewRejected', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",78
dubbo#10291,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR', 'DeleteBranch')",7
dubbo#10292,"('OpenPR', 'ReviewRejected', 'IssueComment', 'ReviewRequested', 'Revise', 'ReviewApproved', 'MergePR')",79
dubbo#10293,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewRequested', 'ReviewApproved', 'MergePR', 'Referenced')",80
dubbo#10295,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR', 'DeleteBranch')",7
dubbo#10299,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10301,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'ReviewApproved', 'MergePR', 'DeleteBranch')",81
dubbo#10302,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10305,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",10
dubbo#10306,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewApproved', 'IssueComment', 'MergePR')",58
dubbo#10308,"('SubmitCommit', 'OpenPR', 'ReviewComment', 'IssueComment', 'ReviewApproved', 'MergePR')",82
dubbo#10309,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'MergePR')",71
dubbo#10311,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRejected', 'Revise', 'MergePR', 'DeleteBranch')",32
dubbo#10317,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'Referenced', 'Referenced')",83
dubbo#10318,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewRejected', 'Revise', 'IssueComment', 'ReviewComment', 'ReviewRejected', 'Revise', 'ReviewRejected', 'Revise', 'ReviewApproved', 'MergePR')",84
dubbo#10319,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",59
dubbo#10320,"('SubmitCommit', 'OpenPR', 'MergePR', 'DeleteBranch')",10
dubbo#10323,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewApproved', 'MergePR')",85
dubbo#10325,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10329,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewApproved', 'MergePR', 'DeleteBranch', 'Referenced')",86
dubbo#10330,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR', 'Referenced')",87
dubbo#10332,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10333,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10337,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10338,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewRequested', 'ReviewApproved', 'MergePR', 'DeleteBranch')",88
dubbo#10342,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",89
dubbo#10347,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10349,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'MergePR')",3
dubbo#10350,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10351,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",90
dubbo#10354,"('SubmitCommit', 'OpenPR', 'ReviewComment', 'Revise', 'ReviewComment', 'IssueComment', 'ReviewRejected', 'ReviewRequested', 'Revise', 'MergePR')",91
dubbo#10355,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10356,"('OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewRejected', 'Revise', 'ReviewComment', 'MergePR')",92
dubbo#10360,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10361,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewRejected', 'Revise', 'ReviewApproved', 'MergePR')",93
dubbo#10364,"('OpenPR', 'Revise', 'IssueComment', 'MergePR')",94
dubbo#10368,"('SubmitCommit', 'OpenPR', 'ReviewRejected', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewComment', 'Revise', 'ReviewRejected', 'Revise', 'IssueComment', 'MergePR')",95
dubbo#10369,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'MergePR')",41
dubbo#10370,"('SubmitCommit', 'OpenPR', 'ReviewRejected', 'Revise', 'IssueComment', 'MergePR')",96
dubbo#10371,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'ReviewApproved', 'MergePR')",17
dubbo#10372,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'IssueComment', 'MergePR', 'DeleteBranch')",97
dubbo#10373,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'MergePR')",3
dubbo#10376,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10381,"('OpenPR', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",98
dubbo#10382,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'IssueComment', 'Revise', 'MergePR', 'DeleteBranch')",99
dubbo#10383,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR', 'DeleteBranch')",33
dubbo#10389,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewComment', 'Revise', 'IssueComment', 'Revise', 'ReviewComment', 'MergePR')",100
dubbo#10390,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'MergePR')",41
dubbo#10391,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'MergePR')",101
dubbo#10395,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewComment', 'Revise', 'ReviewRejected', 'Revise', 'ReviewRejected', 'Revise', 'ReviewRejected', 'Revise', 'MergePR')",102
dubbo#10398,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'Revise', 'ReviewApproved', 'ReviewRequested', 'ReviewApproved', 'MergePR', 'DeleteBranch')",103
dubbo#10400,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10404,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'MergePR')",41
dubbo#10406,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewApproved', 'IssueComment', 'MergePR')",58
dubbo#10409,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10410,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10411,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10412,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'IssueComment', 'MergePR')",104
dubbo#10413,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewApproved', 'MergePR')",105
dubbo#10414,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewRejected', 'Revise', 'ReviewRejected', 'Revise', 'IssueComment', 'MergePR')",106
dubbo#10416,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10417,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10418,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10420,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10423,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10424,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10427,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'MergePR')",71
dubbo#10432,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'MergePR', 'DeleteBranch')",29
dubbo#10439,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'MergePR')",6
dubbo#10440,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10441,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10442,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'MergePR')",6
dubbo#10444,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10445,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'MergePR')",3
dubbo#10447,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10452,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10455,"('SubmitCommit', 'OpenPR', 'IssueComment', 'IssueComment', 'IssueComment', 'Revise', 'IssueComment', 'IssueComment', 'MergePR')",107
dubbo#10457,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10460,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10462,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10464,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
dubbo#10467,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'Revise', 'ReviewApproved', 'MergePR', 'Referenced')",108
dubbo#10468,"('SubmitCommit', 'OpenPR', 'IssueComment', 'Revise', 'ReviewApproved', 'MergePR', 'Referenced')",109
dubbo#10471,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10472,"('SubmitCommit', 'OpenPR', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",90
dubbo#10478,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewApproved', 'MergePR')",69
dubbo#10481,"('SubmitCommit', 'OpenPR', 'Revise', 'ReviewRejected', 'Revise', 'IssueComment', 'ReviewApproved', 'MergePR')",110
dubbo#10488,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'MergePR')",50
dubbo#10493,"('SubmitCommit', 'OpenPR', 'ReviewApproved', 'IssueComment', 'MergePR')",71
dubbo#10495,"('SubmitCommit', 'OpenPR', 'MergePR')",1
dubbo#10498,"('OpenPR', 'IssueComment', 'ReviewRejected', 'IssueComment', 'IssueComment', 'Revise', 'MergePR')",111
dubbo#10499,"('SubmitCommit', 'OpenPR', 'IssueComment', 'ReviewApproved', 'ReviewRejected', 'Revise', 'MergePR')",112
dubbo#10500,"('SubmitCommit', 'OpenPR', 'IssueComment', 'MergePR')",9
